Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	DIA_1_S5-B1_1_12203.d	DIA_2_S5-C1_1_12204.d	DIA_3_S5-D1_1_12205.d	DIA_4_S5-E1_1_12206.d	DIA_5_S5-F1_1_12207.d	DIA_6_S5-G1_1_12208.d	DIA_7_S5-A2_1_12209.d	DIA_8_S5-B2_1_12210.d	DIA_9_S5-C2_1_12211.d	DIA_10_S5-D2_1_12212.d	DIA_11_S5-E2_1_12213.d	DIA_12_S5-F2_1_12214.d	DIA_13_S5-G2_1_12215.d	DIA_14_S5-A3_1_12216.d	DIA_15_S5-B3_1_12217.d	DIA_16_S5-C3_1_12218.d	DIA_17_S5-D3_1_12219.d	DIA_18_S5-E3_1_12220.d	DIA_19_S5-F3_1_12221.d	DIA_20_S5-G3_1_12222.d	DIA_21_S5-A4_1_12223.d	DIA_22_S5-B4_1_12224.d	DIA_23_S5-C4_1_12225.d	DIA_24_S5-D4_1_12226.d	DIA_25_S5-E4_1_12227.d	DIA_26_S5-F4_1_12228.d	DIA_27_S5-G4_1_12229.d	DIA_28_S5-A5_1_12230.d	DIA_29_S5-B5_1_12231.d	DIA_30_S5-C5_1_12232.d	DIA_31_S5-D5_1_12233.d	DIA_32_S5-E5_1_12234.d	DIA_33_S5-F5_1_12235.d	DIA_34_S5-G5_1_12236.d	DIA_35_S5-A6_1_12237.d	DIA_36_S5-B6_1_12238.d	DIA_37_S5-C6_1_12239.d	DIA_38_S5-D6_1_12240.d	DIA_39_S5-E6_1_12241.d	DIA_40_S5-F6_1_12242.d	DIA_41_S5-G6_1_12243.d	DIA_42_S5-A7_1_12244.d	DIA_43_S5-B7_1_12245.d	DIA_44_S5-C7_1_12246.d	DIA_45_S5-D7_1_12247.d	DIA_46_S5-E7_1_12248.d	DIA_47_S5-F7_1_12249.d	DIA_48_S6-B1_1_12252.d	DIA_49_S6-C1_1_12253.d	DIA_50_S6-D1_1_12254.d	DIA_51_S6-E1_1_12255.d	DIA_52_S6-F1_1_12256.d	DIA_53_S6-G1_1_12257.d	DIA_54_S6-A2_1_12258.d	DIA_55_S6-B2_1_12259.d	DIA_56_S6-C2_1_12260.d	DIA_57_S6-D2_1_12261.d	DIA_58_S6-E2_1_12262.d	DIA_59_S6-F2_1_12263.d	DIA_60_S6-G2_1_12264.d	DIA_61_S6-A3_1_12265.d	DIA_62_S6-B3_1_12266.d	DIA_63_S6-C3_1_12267.d	DIA_64_S6-D3_1_12268.d	DIA_65_S6-E3_1_12269.d	DIA_66_S6-F3_1_12270.d	DIA_67_S6-G3_1_12271.d	DIA_68_S6-A4_1_12272.d	DIA_69_S6-B4_1_12273.d	DIA_70_S6-C4_1_12274.d	DIA_71_S6-D4_1_12275.d	DIA_72_S6-E4_1_12276.d	DIA_73_S6-F4_1_12277.d	DIA_74_S6-G4_1_12278.d	DIA_75_S6-A5_1_12279.d	DIA_76_S6-B5_1_12280.d	DIA_77_S6-C5_1_12281.d	DIA_78_S6-D5_1_12282.d	DIA_79_S6-E5_1_12283.d	DIA_80_S6-F5_1_12284.d	DIA_81_S6-G5_1_12285.d	DIA_82_S6-A6_1_12286.d	DIA_83_S6-B6_1_12287.d	DIA_84_S6-C6_1_12288.d	DIA_85_S6-D6_1_12289.d	DIA_86_S6-E6_1_12290.d	DIA_87_S6-F6_1_12291.d	DIA_88_S6-G6_1_12292.d	DIA_89_S6-A7_1_12293.d	DIA_90_S6-B7_1_12294.d	DIA_91_S6-C7_1_12295.d	DIA_92_S6-D7_1_12296.d	DIA_93_S6-E7_1_12297.d	DIA_94_S6-F7_1_12298.d	DIA_95_S6-G7_1_12299.d	DIA_96_S6-A8_1_12300.d	DIA_97_S6-B8_1_12301.d	DIA_98_S6-C8_1_12302.d	DIA_Pool1_S5-A1_1_12202.d	DIA_Pool2_S5-G7_1_12250.d	DIA_Pool3_S6-A1_1_12251.d	DIA_Pool4_S6-D8_1_12303.d
A0A0B4J1Y9	A0A0B4J1Y9	HV372_HUMAN	IGHV3-72	Immunoglobulin heavy variable 3-72	1442	790.59	1319.61	837.6	2518.17	955.312	1439.61	755.276	1236.59	992.517	849.299			5424.01	466.251	438.462	4655.25		747.613	369.881	1046.35		1244.81	3019.36	546.911		860.977	2295.8	1119.66				1245.62		673.263					330.391	805.676		5804.57		5989.8		2106.02	758.979	751.937		421.775	1625.82				1106.11	1402.22	814.18		490.968	334.654	560.988								1245.23	1384.98				912.433	1738.84	2669.56	1847.46	1780.07	1329.09	1147.2	533.499			1186.57		547.431		475.033	398.402		555.4			643.977	1272.31			1076.43	540.037		
A0A0B4J2D9	A0A0B4J2D9	KVD13_HUMAN	IGKV1D-13	Immunoglobulin kappa variable 1D-13	3553.31	1735.4		2076.46	2132.88			1330.28	2472.58	3921.07	2757.07	2598.1	859.067	6695.48	2066.82	1198.15	3496.84		3763.75				7038.32	2603.22		4881.02		3115.99	2677.6			4799.48	3738.96			1850.52	6048.19	1013.38	4705.11	4890.89	6506.38	8884.47	2660.63	1458.74	2292.37	3213.11	2318.47		1712.31				7069.31		3594.04	2860.71	1530.34				1774.51				2323.68	4496.26	3224.02	3163.62		16715			3851.08	3832.61	4087.47	4065.35	19795.6	9776.28	3950.82	2560.15	2198.99	3433.59			1738.3		4975.26		5054.69	3589.54	3643.43	903.792	1103.32		4552.62	8097.97	3034.71		3064.86	2198.59	3149.81	2883.1
A0A0B4J2H0	A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	Immunoglobulin heavy variable 1-69D	2711.8		3615.93	1456.89	1135.27		2659.52	814.573		1294.28	1403.01	762.279	901.27	1482.54		2200.54	4418.41	774.879	1871.03	1257.64	4346.83	1729.59	2040.13	1653.36	865.664	1684.15	2670.16		2614.26	2241.48	1413.96	1365.15	3152.19	866.373	3059.84	2770.99	2040.13		951.25	2761.55	3395.56	1695.38	562.961	2798.33	925.545	1166.27		2338.32	2356.11	3145.61	1131.78		2878.3		947.543	818.649	1340.86	697.912	602.462	736.27	697.535	1755.86	1664.49	2367.31	1924.64	1746.33	2582.81	1812.8	4330.31	821.865	5284.2	2666.03	1514.13		4282.21	4856.53	7022.06	1744.87	3763.98	1031.35	2006.69	1758.81	982.475	812.073	1687.01	6672.66	2316.03	1244.82	3111.66	1238.45	1428.65	3455.49		4388.15	12561.2	2195.35	3448.65	1148.28	1916.07	2068.6	2695.72	1677.35
A0A0C4DH24	A0A0C4DH24	KV621_HUMAN	IGKV6-21	Immunoglobulin kappa variable 6-21						276.533					693.705																																																																422.041	1442.09	6645.85	2345.45	1259.56																				419.968			
A0A0C4DH25	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	Immunoglobulin kappa variable 3D-20			646.001		17017.6		1995.64			2834.28	5644.5	2367.54		4789.27	1807.52		1734.52	919.952	4900.31	1945.96	2781.83	615.71	4326.65	2977.1	1154.38	2493.49	1540.03	2064.85	4306.62	1918.31		2502.95	2649.78		3049.79	2319.73	1283.54	2092.5	1328.38	3849.51	5291.43	2468.98	1523.51	1575.46	1493.56	2706.29	4174.39										544.608	659.903		454.826						1483.91		1257.46				1384.67	1058.63		1102.55	3614.1	11646.5	3495.65	1003.86	1175.78				344.931				658.541	304.694					460.013		2358.35	516.053		753.018	4411.28	1009.21	
A0A0C4DH26	A0A0C4DH26	KVD41_HUMAN	IGKV6D-41	Probable non-functional immunoglobulin kappa variable 6D-41	7218.04	1097.72	2001.78	2203.9	2050.62	682.695	4688.22	1116.9	951.501	1290.59	1342.6	1064.75	4101.99	5630.47	2268.84	2328.93		4062.32	4030.55	7787.51	2145.49	10655.2	1556.42	13309.6	4162.94	8222.92	7196.64	1055.31		2373.74			10341.3	18101	1945.6	9475.05	8442.04	11415.4	3241.02	15764.3	9184.52	6586.3	3420.13	1383.17	13020.1	20452	2118.89	1609.31	2645.16	4798.85	14914.9	14416.6	2556.47		2552.23	12095.1	3603.47	14164.9		3204.78	11488.6	17298.1	1677.09	11259.5	13348.2	21631	14660.5	20725.2	16108.3	5619.16	14303.6	3595.27	20757.4	14244.1	11039.6	2795.08	3898.18	4688.31	3388.89	11782.8	3281.91	3293.93	3071.82	11274.3	14259	35206.8	11238.7	25178.8	3027.65	24032.1	11195.6	2452.52	2477.17	13383.2	15478.1	20439.1	2709	2876.66	2032.98	8581.26	7799.43	9037.08
A0A0C4DH29	A0A0C4DH29	HV103_HUMAN	IGHV1-3	Immunoglobulin heavy variable 1-3	394.683	713.71			994.768																		292.086						535.546							616.943			516.099		479.634						1473.4						436.269			224.368			974.1				608.286		830.995				396.293		379.991			608.29	1196.1	1691.59		1451.8											771.777							1466			442.667			909.482
A0A0C4DH31	A0A0C4DH31	HV118_HUMAN	IGHV1-18	Immunoglobulin heavy variable 1-18	333.133	123.257		418.951	329.95		326.367		399.208		392.26				236.068	66.6133	640.879	242.096			455.346		357.727		231.245		229.048		802.899				407.513			701.828	394.427			494.35	944.567					458.274		505.312		197.073	388.469		590.093		461.723	379.565	489.146	271.086				679.078				623.954			975.137	724.369	638.334		507.999	980.292	861.918	878.611	965.536	1384.74	898.5	383.429	798.026		140.49	316.917	718.379				616.489		390.342	853.442	366.802		1485.59	807.001		388.634	254.993	376.987	237.248	276.193
A0A0C4DH33	A0A0C4DH33	HV124_HUMAN	IGHV1-24	Immunoglobulin heavy variable 1-24				512.588		1083.27		389.45					400.883						2657.99								1212.31					1371.67								1508.57	1141.17					578.783			1110.84							626.464											2378.3								1125.59	1179.15	1328.23	2356.73			857.006					1325.16				870.209		1347.48			1538.99				790.589			846.172
A0A0C4DH34	A0A0C4DH34	HV428_HUMAN	IGHV4-28	Immunoglobulin heavy variable 4-28	9287.95	8523.84	7070.41	11476.8	4833.62	2109.28	5541.29	7844.45	2354.71	5134.61	8485.85	3577.19	3287.59	8008.82	7007.88	3625.07	3031.5	2528.6	8345.66	4813.28	6907.27	2361.04	1980.09	3105.19	4093.99	4951.41	5222.69	5720.58	3341.7	1592.94		4900.67	8500.07	3780.25	5553.74	5107.92	6359.69	3996.97	3626.95	6584.72	15803.8	2529.16	574.325	5934.8	2164.58	1751.09	5428.19	3471.9	4510.58	5085.5	11859.7	650.844	6567.98		3023.23	3473	4412.28	2673.27	3735.56	1450.58	3847.96	1205.39	2099.99	1944.29	2465.43	7029.21	10694.5	5335.22	3180.59	6031.16	4403.58	5323.02	3679.32	2916.04	9755.49	27709.3	24691	13710.8	3600.2	3292.19	6381.46	3139.59	2797.11	1934	8485	5049.35	8701.48	2809.83	7430.98	3129.12	4579.69	3554.08	2465.72	4511.7	8071.25	1327.23	3157.61	1054.48	14670.2	6629.08	3514.9	3643.22
A0A0C4DH35	A0A0C4DH35	HV335_HUMAN	IGHV3-35	Probable non-functional immunoglobulin heavy variable 3-35																			2243.18																						334.694																		204.057																202.386			362.302																	110.646							
A0A0C4DH36	A0A0C4DH36	HV338_HUMAN	IGHV3-38	Probable non-functional immunoglobulin heavy variable 3-38	1856.66	840.716	591.684	622.217		494.561	414.649	762.899	486.475	355.536	5284.48	761.982		412.954		759.383			756.518		598.976	504.862		1205.66	2652.27		971.929	421.249		1031.16		1047.96	1055.03	508.737		589.699		929.228	392.876	1224.02	1067.29	1006.26		506.271				819.362		532.094	1341.15	484.889	1049.89		739.656	538.11	891.234		992.67	823.622				731.288	669.752		880.349		430.105	737.943			968.876		1912.03	9089.74	11145.7	7791.15	2354.49	1182.85	1478.1	1191.26		673.659	4737.81	868.11		1329.64	1057.95	1733.52	1013.33	1071.53	1237.59	858.037	1074.4	1227.36	548.829	781.81	979.191	962.017	1067.17	888.974
A0A0C4DH38	A0A0C4DH38	HV551_HUMAN	IGHV5-51	Immunoglobulin heavy variable 5-51	20879.8	9036.35	10945	19353.8	21987	5248.4	12693.3	11711.9	10179.7	10696.4	14719.3	17873	14042	8130.5	8426.74	13288.9	41487.6	11876.5	21720.2	21306.1	16224.5	6561.15	17847.4	9893.53	8792.89	10709.1	23056	8355.12	23756.7	9629.46	9954.78	14532.1	21212.8	14425.5	14884.2	11354.6	13226.6	7993.41	14505.9	24134.4	35050.9	18040.6	6996.08	21854.6	9650.55	10410.8	15511.1	9695.68	35922.5	8489.29	7306.48	3990.4	21219.5		9856.81	16203.9	11948.3	10268.6	11747.3	6439.84	8371.13	5876.69	26146.5	13101.8	13839.9	21718.5	29368	13519.9	7994.06	15947.1	18894.3	14051.5	13602.9	14661.7	11477.2	22709.4	26165.9	31120.5	8235.88	9674.68	16753.1	10456.6	9680.63	6473.23	19568.1	14295.1	36029	10683	17670	15666.3	15670.5	21018.3	8396.42	6122.91	27471.8	30410.7	9486.58	11281.8	22477.8	23536.5	12089.4	14604.2
A0A0C4DH43	A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	Immunoglobulin heavy variable 2-70D	3246.64		1187.17	1243.8			2401.13	446.332			1822.77		626.122					515.663			1800.31		1110.54			391.11	1388.09		989.393											799.439	328.037	601.923	612.32							1109.09			1608.32				696.702		1209.28					3761.57		762.279	3434.79	1045.72	1539.29			1134.21		2886.08	2654.27	2314.84	6194	3024.51	805.405	1062.87	588.004	2348.05			1765.47	870.159	1366.36		844.285	531.551		511.184			2500.91	608.861			1527.76	964.694		644.147
A0A0C4DH67	A0A0C4DH67	KV108_HUMAN	IGKV1-8	Immunoglobulin kappa variable 1-8	1031.13	2140.07	825.757	1244.55	1251.07	1291.76	741.394	461.292	418.718	1349.07	448.382	810.959							1215.37	798.788	1452.8	728.373	1705.09		496.079		565.301						1011.38		1734.51		799.38			996.665	1495.17	602.636		1228.72		430.957			664.501	881.499	876.191		708.6			981.868		452.3	497.354					252.619		8014.75	1573.69	700.249	904.812	537.07	174.231		779.268	1022.07	1202.08	1292.74	3177.7	3913.91			521.818	648.95		736.911		594.232	945.898		1534.11		483.265				1374.7	1019.01			1165.35	762.742	760.208	868.041
A0A0C4DH73	A0A0C4DH73	KV112_HUMAN	IGKV1-12	Immunoglobulin kappa variable 1-12	1657.32	745.215		704.127			695.858	783.851	442.781		2102.68	795.461							1820.87		1410.04												766.923							292.496	1069.27								615.106				602.919											292.928			1489.56				615.253	897.456			2008.1	4749.4	6174.81	4142.25			508.318						1392.62				552.032				1102.26				1474.49			
A0A0G2JRQ6	A0A0G2JRQ6	A0A0G2JRQ6_HUMAN		Ig-like domain-containing protein (Fragment)	5585.24	3381.84	2835.95	10084.8	8000.58	3136.98	8217.56	4536.84	3401.85	3116.11	4812.09	2568.57	2153.99	2630.63	1959.04	5785.71	3892.89	2783.81	5467.62	1896.09	8574.27	3153.26	2886.47	3103.01	2760.14	6351.71	2769.52	3890.74	4974.03	7536.77		3731.78	2572.07	3154.04	2306.94	6193.11	4637.53		4623.21	7864.14	5673.43	3558.67		3093.81	5668.95	2382.18	3349.37	9645.49	6497.28	4173.14	3730.44	2349.63	6264.33			3783.69	2563.97	1796.6	3320.08	2625.71		2886.91	2890.49	2596.05	3092.16	5457.61	8851.36		4104.71	2809.36	3408.18	4603.19	2551.51	3076.43	7674.51	6402.42	5306.23	5371.35	8987.04	4979.56	3945.79	4925.89	3870.87	2267.5	9008.89	8504.11	9362.72	6078.48	3873.19	2939.97	3613.25	4776.89	3367.04	3145.79	4686.07	12315.1	3320.27	2036.34	7419.94	7348.62	5208.55	4089.71
A0A0J9YX35	A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	Immunoglobulin heavy variable 3-64D	3596.67	2686.2	2540.55	3488.04	4842.23	1381.71	3172.32	1843.31	1531.16	3640.27	10223.7	2223.36		2543.34	2261.59	3188.49	5120.09	2316.96	7816.94	2774.43	2845.79	1678.26	3013.72	1890.84	1072.52	1361.58	3158.48	1405.6	3808.12	1540.28		1714	4868.87	2603.52	3356.51	2125.77	2074.84		2394.44	6512.51	6072.98	4653.52	1826.01	2204.75	3267.44	1854.61	2590.29	1847.01	2088.91	1600.77	3601.71	1553.53	2034.76		1921.13	3195.13	2041.89	1923.35	1228.93		1102.92	1516.17		3271.47	1354.74	1733.5	4299.02	1240.31	1002.67	2042.43	3312.64	2596.37	2184.36	2450.98	6250.85	17896.4	25621.2	17422.6	5614.32	1775.6	4197.3	2030.27	1032.7	2520.21	1970.34	1723.58	1925.68	3463.32	3300.23	2260.97	2974.54	2458.52	2589.41	1051.28	2090.25	2439.61	1875.79	507.22	5380.64	2655.53	3244.85	1706.49
A0A0J9YXX1	A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	Immunoglobulin heavy variable 5-10-1		2001.91			6957.95	3861.44	7090.61			8708.5	5961.52	5592.76		12852.7	4085.76	4963.01	6876.1	3812.87				3116.9	5208.41	3562.44		3305.55	13551.1	530.141		6644.99		5438.14	9378.6	5423.06		4949.18	3611.38		6412.67	13050.3	913.123	4650.8		6303.99		6270.49	8061.39	3983.26	9696.42			2321.37	1667.41			5711.28	4161.14		3236.7	4184.37			1157.37	1935	4949.82	9215.78				3160.81	3489.08			3352.38		4188.51		5163.62		1219.47		2424.89	2781.83			2650.11			9583.76	1939.02	3138.67	2381.47	2606.22	3489.67	3457.97	370.529	2865.43	2990.76	1218.16	8169.15	2792.49	3309.49
A0A0J9YY99	A0A0J9YY99	A0A0J9YY99_HUMAN		Ig-like domain-containing protein (Fragment)	803.874			1046.21			4259.14		449.197		1027.4	757.223	750.604	333.19			623.322		6176.19	14013.2		357.308		765.651	2109.43		3487.74			200.909		604.539			3103.18				428.082		11272.6	840.485	1467.1	360.908	1103.58		477.943		1883.73	3480.56	2961.66							749.762			1288.41				1067.91	1968.56	2623.15	2254.12	1191.44				857.873	4566.8	16505	40499.5	2634.45	3015.23	362.823	745.611	1648.88			753.311	1873.51	563.51	1141.68		153.306		525.891	636.777	310.176		4551.83	925.117	1309.94		3982.95	1705.44	470.401	1283.45
A0A1B0GTC6	A0A1B0GTC6	CC085_HUMAN	C3orf85	Uncharacterized protein C3orf85	470.628			665.223		791.198		680.465			1311.5	509.187			1961.4	711.867		979.808	412.789	849.143		838.686		908.263	832.468	487.199	762.168	903.012	713.385	625.332		613.164		518.78			3374.4	338.929		394.355	2599.15	411.552		1462.83		481.896			1108.77			546.399			692.611				912.463		1028.64	222.489		408.424		881.844		930.078		506.115		504.256			1359.55		1021.01					643.204	258.6							427.637	497.175						477.951	603.383	513.657	933.622		
A0A1B0GTJ6	A0A1B0GTJ6	A0A1B0GTJ6_HUMAN	LOC101059948	HCG1796489	3984.58		3094.22		3427.83	4195.74	3654.58	3286.96	2920.15	3255.28	8772.61	5224.22	2373.91		2685.15	2265.2		2449.49	1304.05	3411.63	2661.67	5656.61	2040.57	1535.61	2211.71	3605.2	3046.39			7940.29		713.572	3766.23	2752.74		2434.65	3033.62	518.612	2115.8	2387.12	2470.45			1737.08			1262.13	1867.35	3642.98	1792.8	4275.36	3821.04	3227.36			2131.38	3442.12	2467.6	3518.77	2050.56	2390.32	2425.98	2715.93	1710.76	2676.34	2883.54	3072.37	3288.2	3950.42	3503.6	2185.85	3479.29	3573.22	3570	981.707	1502.5	1669.33	2586.56	2277.51	2393.16	4112.82		4639.12	2266.93	2850.83	2033.6	4550.56		2650.07	2026.55	2507.2	7117.82	3254.86	1869.86	3070.2	2758.66	2921.98	2537.8	3938.6	3214.37	2519.94	2619.61
A0FGR8	A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2			1081.61	1430.68	1098.72	6361.85	713.085		1830.75	5313.18	1197.62		1415		8236.77	1040.67	39333.5	3833.41	3282.12	6430.91	6170.31	1558.52	819.433		5136.14	1967.52	1788.16	5806.67	5767.64	2020.46		760.052		6652.42	8096.07		6451.12		1792.25	1681.69	1047.56	1054.79			1607.17				4234.32	1188.69			5256.73		13272.6	1853.31		1300.01	5217.56	2029.36		2415.88	4508.94	9070.13	1939.98	645.046	7492.58	804.033	5267.86	1349.79	2598		5279.31	2075.06		1548.55	2209.08	1620.4	3677.51	13764.9			2978.98	460.705	5950.72	1049.14	4430.55		2619.23	3808.5	1464.55	11962		883.008	1387.32		1109.46	3116.38	3640.3		2766.27	4495.81
A1X283	A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B						1713.35							676.303		1183.83			546.962	390.638	590.604	878.33	558.302			1850.8		1150.58	1919.52	1147.47											1292.71	594.865	396.625			530.443			878.208		2036.81			674.417		3105.79	735.132			1144.55	731.02	547.109		1605.9	2238.05			1875.99	790.041		558.145			699.218							630.482	1056.11		757.992		723.77		851.849			1906.09		532.031			505.961	652.849		797.334			872.894	770.263
A2A3N6	A2A3N6	PIPSL_HUMAN	PIPSL	Putative PIP5K1A and PSMD4-like protein	5567.02					2872.26							1474.49					5858.47										1206.75							1107.45									1645.87				2041.13										1258.68											1465.34	560.729		1614.69		1627.85																		2306.76							6276.88			
A2NJV5	A2NJV5	KV229_HUMAN	IGKV2-29	Immunoglobulin kappa variable 2-29	829.472			533.898	1806.35		412.565	363.458			3266.11		494.804		930.931				664.81	565.745	628.803		2867.57	2043.23	853.647	1079.78	2049.16	507.255				3624.98			365.121		680.028		1365.25	4687.15	1152.7	400.305				185.742		458.945	912.947	532.256		426.795				549.638		602.144	587.199	330.923							1447.96	602.77		563.171					4241.93	6721.58	9754.32	7519.36	873.874		594.911	205.268			1055.84		1070.36	814.717	1024.28	1813.78	1449.94				1499.57		761.932		1680.2	1438.04	387.621	
A2RRP1	A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	2208.14	6625.47			50237.3		31466.3	1966.15		21243.9	11526.2	27328.8	18549.9	119000	29657	3191.67	354368	8765.1	55445.6	11379.6	28196.5	35830.8	34135.3	102987	12968.7	37767.3	25101.2	67224.1	51624.4	27620.7	3.88E+06	37508.4	34978.7	28626.5		31494.9	32749.7	72461.5	70673.8		35198.9				143379	66509.8	132745		20538.4			18560.5	5830.4	1.09E+07	11124.8	11695.2	13056	19439.2	3097.29	25447.4	4289.12	24719.7	18864.4	8402.8	12167.3	9915.62	5010.94	18069.7	21899.7	11715.8	15570.1	18020.6	19133.2	33588.8	2617.46	3731.35	4572.04		45746.5	9704.44	4723.64	10549.7	2356.96	12408.2	7050.05	2175.83		18372.9	8083.69	3652.33	26447	12370.4	8252.81	42896.4	13973.6	8683.44	18980.3	9735.35	36404.1	38517.3	3722.8	2968.78
A3KMH1	A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	1023.42	814.875	741.428	680.349	244.082	1114.13	1411.03				578.486		1569.49						861.9							607.622	1412.24			2758.53		1458.77	1287.27			1966.93	653.597	1550.38	1315.11	890.82			1782.1					1250.05	1151.45	1345.47			1629			1107.07		1584.29		1177.27		473.074		1046.98			1426.03	890.12		808.135	1231.14	1790.92	846.924	1468.01			1105.53	664.491	1024.69	898.283	1178.31	2171.15	1694.39	1532.3	1510.98		2331.63	2810.85	768.359		933.346	2586.91		784.253	1599.73			414.84	893.481	2247.89		1327.94
A4QPB2	A4QPB2	LRP5L_HUMAN	LRP5L	Low-density lipoprotein receptor-related protein 5-like protein		15294.8	7874.39	15984.1	14740.1		10691.6	11471.3					12591.7			24213.8						6386.2			15874.6						34422.7	17870.9		15225.6		11750.8				11216.3		24281.7					13177.8														13134.4				16313.7										12920.1												24383.3				20784.2							16093.9	16020.3			
A5PLK6	A5PLK6	RGSL_HUMAN	RGSL1	Regulator of G-protein signaling protein-like	37857.4	76324.4	70235.3	56937.4	152405	51872.3		49158.4	68814.8	150819	96413.5	121947	34790.9	405402	142505	81032.6	527503	60767.6	112955	110376	129657	151161		381692	100088	285484	89268.9	309649		213589	67666.7	191401	172665	203933	345237		196801	193806	136739		61097.1	246627	840998	150985	338458	250518	498440	74898.5		82003.8	70412.3	86552.6		541891	99931.4	90458.3		119491	63558.3	95732.6	89475.6	119213		107505	74457.2			99407.5	87573.9	61418.1	53532.2	93590.6		184569	55353.4	42434.2	33860.3	54463.6	39137.8	107956	50609.2	52141.9			65738.4	89366.9	49343.3				57981.9	106354	98718.1	186145	73632.6	83526.6	100487		25902.7	193214	64859.9	78262.5
A6NE52	A6NE52	WDR97_HUMAN	WDR97	WD repeat-containing protein 97	3798.92	7711.36		8745.73	6186.75	21446.5	6304.06	4960.94	7924.42		2432.05	3095.49	6112.82	11519.5	11357.9	972.321	14125.3	12077.8	6081.13	9660.63	8413.81	5362.63	3490.78	6857.94	11200.5	10349.4	13348.6	13344.3	10449.8	3782.63	71998.3	4904.83	7823.81	5952.85			9372.23	12160.6	5844.58	7455.79	2768.62	9682.78	17619.5	6428.23	10711.3	7324.53	6859.48	8955.6	10667.7	9672.72	4299.11	4537.2	8899.36		21827.7	6609.51		4283.75	18230.8	10425.9	8521.86		17101.6	12981.5	7772.35	13760.4	19879.4	7712.83	7061	6232.07	11412.6	13495.5	14747.5	16492.5	2817.41	5286.22		2702.18	2353.32	20744.1	14189.8	2694.45	8666.76	4055.56	8036.93	8245.9	9850.9	3837.82	5926.98	11587.8	5760.33	14931	9235.6		5975.45	5795.79	8236.01	12543.9	13574.3	7836.25	8009.83	9088.96
A6NHN0	A6NHN0	OTOL1_HUMAN	OTOL1	Otolin-1	60313.3	58440	46498	61220.9	31335.3	31718.7	22774.4	43865.9	62369.7	31774.1	49608.7	23239	49906.4	11323.3	34814.3	48761.1	3898.82	49567	18517.7	8152.59	27413.6	14595.5	30321.9	15519.7	26602.5	25972.5	34974.9	20211.2	29757.4	36507.5		27841.8	31615.9	22354.2	29154.5	27982.8	31772.5	14540.6	18346.9	14281	20797.6	19295.4	9018.09	40121	13438.9	14002.5	9554.58	51561.8	42286.2	57765.3	66818.3	44360.6	49905	1.73E+06	64145.3	38535.6	40609.4	51921.3	53306.9	52882.6	57492.2	43966.5	44230.9	71972	65797.6	57904.3	46411.9	43143.9	49382.2	27964.2	33951.8	56613.3	41406.5	26100.3	45779.6	29057	13342.9	47499	38813.1	31053.5	36937.7	50992.2	37596.3	54269.3	53957	56033.5	51902.9	38987.4	51424.5	34281.1	33184.7	26787.4	38716.6	32775.4	55914.4	44092	14458.6	41576.4	78624.5	23330.8	38650.5	51976.5
A6NI28	A6NI28	RHG42_HUMAN	ARHGAP42	Rho GTPase-activating protein 42	40601.4	30436.4	74599.4	42442.2	34714.2	27837.7	29227.8	43188.9	51741.7	31583.1	13823.5	16743.9	47414.2	12559.2	14304.3	34206	12415.8	28874.6	14080.2	28787.1	25750	40179.3	53546.2	15975	22827	32061.9	25436.9	28870.3	19358.2	14569.7	4161.22	12672.5	37302.7	22924.2	7382.61	23769.9	26924.7	4115.48	13538.4	7672.91	28214.8	3604.72	2519.51	11620.9	3522.88	16487.2	6098.34	33243.1	27413.4	43599.4	2617.69	28782.8	39438.2		27018.7	40352.9	22566.2	44318.5	22499.4	21452.4	32449	22496	23204.5	18837.5	15980.8	49133	32151.6	22846.8	13596.1	43386.2	14087.9	33941.3	19840	9883.65	22005.5	36643.6	67099.5	49072.5	4971.75	26831.6	27398.3	41793.1	21624.6	34133.9	31471.3	45139.4	23683.1		16511.8	29896.3	30211.5	10439.9	15121.5	15532.8	12767.1		14429.1	35658.4	44740	20328.6	17220.6	25017.6
